Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
16256,AS396982,GOOGLE-PRIVATE-CLOUD,SE,3401,0.03,0.0,177
16257,AS57404,COMAX,PL,3400,0.01,0.0,191
16258,AS16007,ASN-KANCOM KANCOM Fiber-Optic Network,UA,3400,0.01,0.0,365
16259,AS395927,MILEHIGHNETWORKS,US,3399,0.0,0.0,598
16260,AS131724,IDNIC-DISKOMINFO-JATENG-AS-ID DISKOMINFO PROV. JAWA TENGAH,ID,3397,0.0,0.0,599
16261,AS5738,SOVER-ASN,US,3394,0.0,0.0,597
16262,AS20101,MICHWAVE,US,3394,0.0,0.0,597
16263,AS39443,ITLUTSK-AS,UA,3391,0.01,0.0,364
16264,AS270803,D. P. da Silva Comunicacao Multimidia,BR,3390,0.0,0.0,172
16265,AS264045,DL INTERNET,BR,3390,0.0,0.0,172
16266,AS269172,JC NET TELECOM EIRELI ME,BR,3390,0.0,0.0,172
16267,AS268462,Nexus Telecomunicacoes LTDA,BR,3390,0.0,0.0,172
16268,AS263973,Silmar Zamboni Bertoncheli & CIA. LTDA.,BR,3390,0.0,0.0,172
16269,AS28199,SERVPRO-SERVICOS DE PROCESSAMENTO E COMERCIO LTDA,BR,3390,0.0,0.0,172
16270,AS268836,sow telecomunicacoes ltda,BR,3390,0.0,0.0,172
16271,AS47680,NHCS,IE,3390,0.08,0.0,652
16272,AS262789,Simternet Tecnologia da Informacao LTDA,BR,3390,0.0,0.0,172
16273,AS268722,T G L Servicos De Telecomunicacoes Eireli,BR,3390,0.0,0.0,172
16274,AS268950,celso & francimar LTDA,BR,3390,0.0,0.0,172
16275,AS266150,Borille Servicos de Telecomunicacoes Ltda.,BR,3390,0.0,0.0,172
16276,AS264863,New Help Telecomunicacoes Ltda-Me,BR,3390,0.0,0.0,172
16277,AS10222,MITL-HK Multibyte Info Technology Limited,HK,3389,0.05,0.0,1226
16278,AS10750,MARK-TWAIN,US,3388,0.0,0.0,596
16279,AS209344,ALAI-SECURE,ES,3388,0.01,0.0,150
16280,AS205289,ES-FOFNET-AS,ES,3388,0.01,0.0,150
16281,AS200984,NUOVARETI-AS,IT,3388,0.01,0.0,209
16282,AS3549,LVLT-3549,MX,3387,0.0,0.0,407
16283,AS131767,SOLONET-AS-ID PT. SOLO JALA BUANA,ID,3386,0.0,0.0,597
16284,AS264640,Alternative Networks Ltd,BZ,3386,1.62,0.0,2091
16285,AS201321,LEVIKOM,EE,3384,0.29,0.0,300
16286,AS51747,INTERNETBOLAGET,SE,3382,0.03,0.0,176
16287,AS60213,HNET-OVAN,SE,3382,0.03,0.0,176
16288,AS132924,EROWIDECOMM-AS-IN Ero Wide Comm Private Limited,IN,3382,0.0,0.0,417
16289,AS201934,SATAN-NET,CZ,3379,0.04,0.0,222
16290,AS264736,COOPERATIVA DE SERVICIOS PUBLICOS DEL PARTIDO DE RAMALLO LTDA,AR,3378,0.01,0.0,442
16291,AS35625,EURAFIBRE-AS,FR,3378,0.01,0.0,179
16292,AS60784,IRADEUM-AS,BG,3377,0.07,0.0,1189
16293,AS11773,UTMDACC,US,3377,0.0,0.0,594
16294,AS11353,ASN-ESCXI,US,3377,0.0,0.0,594
16295,AS207246,NETSAT_DV,MD,3375,0.1,0.0,347
16296,AS133684,SUNBROADBAND-AS Sun Broadband And Data Services Pvt Ltd,IN,3374,0.0,0.0,416
16297,AS33762,rain,ZA,3372,0.01,0.0,217
16298,AS198916,ASN-INWEBADRIATICO Connetti.it,IT,3371,0.01,0.0,208
16299,AS14749,RUSSEPB,US,3371,0.0,0.0,593
16300,AS265220,polixnet telecomunicacoes ltda,BR,3370,0.0,0.0,171
16301,AS267277,JORGE L S MARTINS TELECOM INFORMATICA,BR,3370,0.0,0.0,171
16302,AS263140,Net-Uai Internet Provider LTDA ME,BR,3370,0.0,0.0,171
16303,AS271045,wagner dichiuta alves eireli,BR,3370,0.0,0.0,171
16304,AS265934,LUZIANE DOS SANTOS SAGMEISTER - ME,BR,3370,0.0,0.0,171
16305,AS262355,VSX Networks,BR,3370,0.0,0.0,171
16306,AS271250,TOP INFORMATICA TELECON LTDA,BR,3370,0.0,0.0,171
16307,AS264771,GALARED SRL,AR,3370,0.01,0.0,441
16308,AS266119,FOXLINK - INTERNET E ACESSORIOS LTDA,BR,3370,0.0,0.0,171
16309,AS269682,SEVEN TELECOM EIRELI,BR,3370,0.0,0.0,171
16310,AS266375,R. N. Informatica Ltda - ME,BR,3370,0.0,0.0,171
16311,AS271264,J S BARRETO COMERCIO E SERVICO DE INFORMATICA ME,BR,3370,0.0,0.0,171
16312,AS267210,Netsoluti Consultoria e Solucoes em Informatica,BR,3370,0.0,0.0,171
16313,AS271208,Perfect Net Telecom,BR,3370,0.0,0.0,171
16314,AS141601,IDNIC-KOPERASIMABAR-AS-ID Koperasi Maju Bareng Bersama,ID,3369,0.0,0.0,594
16315,AS58376,AKGU-AS-ID PT Angkasa Komunikasi Global Utama,ID,3369,0.0,0.0,594
16316,AS43568,RBB-ALO1,NO,3367,0.06,0.0,341
16317,AS54755,DWW-AS,US,3365,0.0,0.0,592
16318,AS137624,EBECOMM-AS-IN Ebenezar Communications Private Limited,IN,3365,0.0,0.0,415
16319,AS59477,ASLIFEPC,SK,3365,0.07,0.0,224
16320,AS6803,"SWAN Bratislava, Slovakia",SK,3365,0.07,0.0,224
16321,AS46694,ASN-SPTC,US,3365,0.0,0.0,592
16322,AS16934,LEACO-INTERNET,US,3365,0.0,0.0,592
16323,AS4,ISI-AS,PL,3364,0.01,0.0,189
16324,AS42039,STTB-AS,PL,3364,0.01,0.0,189
16325,AS56321,UMBRELLA,UA,3363,0.01,0.0,361
16326,AS51214,VIKS-NET,UA,3363,0.01,0.0,361
16327,AS31723,WB-NET-AS Dessauer Strasse 280,DE,3360,0.0,0.0,141
16328,AS141281,MAXCOMP-AS-IN Max Computer,IN,3357,0.0,0.0,414
16329,AS134780,LOWSPEEDNETWORK-AS-AP Low Speed Network,BD,3357,0.01,0.0,2170
16330,AS42175,EQUINOR-AS,NO,3357,0.06,0.0,340
16331,AS135768,CREATIVE-AS Creative Broadband Services Pvt. Ltd.,IN,3357,0.0,0.0,414
16332,AS205385,ASN-SPEEDNETWEB,IT,3355,0.01,0.0,207
16333,AS14340,SALESFORCE,US,3354,0.0,0.0,590
16334,AS61124,MARSTONS,GB,3353,0.01,0.0,354
16335,AS131273,HIMOREDIGITAL-AS-AP HiMORE Digital,TW,3352,0.01,0.0,343
16336,AS328539,Giga-Communication,LY,3352,0.2,0.0,1816
16337,AS262871,DNBR TELECOMUNICACOES - EIRELI,BR,3351,0.0,0.0,170
16338,AS264411,Costa Do Sol TV a cabo,BR,3351,0.0,0.0,170
16339,AS268796,D.A.S PROVEDOR DE INTERNET FIBRA OTICA E BANDA,BR,3351,0.0,0.0,170
16340,AS268604,SILAS E F DE AQUINO ELETROELETRONICOS,BR,3351,0.0,0.0,170
16341,AS268438,ELADIO FERREIRA DOS SANTOS NETO-ME,BR,3351,0.0,0.0,170
16342,AS53164,UNIVERSIDADE FEDERAL DA BAHIA,BR,3351,0.0,0.0,170
16343,AS267476,TT Peixoto Provedor de Internet LTDA ME,BR,3351,0.0,0.0,170
16344,AS270478,CapitalNet MS,BR,3351,0.0,0.0,170
16345,AS266043,CANET INTERNET E TELECOM LTDA ME,BR,3351,0.0,0.0,170
16346,AS268353,P P LOPES E CIA LTDA - ME,BR,3351,0.0,0.0,170
16347,AS271066,AB NET TELECOM,BR,3351,0.0,0.0,170
16348,AS270342,ENSATA TELECOM,BR,3351,0.0,0.0,170
16349,AS267432,D. S. da Costa,BR,3351,0.0,0.0,170
16350,AS132435,"SYMPHONET-MY No.31-A, Jalan Tiara, Tiara Square",MY,3351,0.01,0.0,1011
16351,AS141740,VBC-AS-AP Vision Blue Communication,BD,3350,0.01,0.0,2165
16352,AS48298,GOV,CZ,3349,0.04,0.0,220
16353,AS198657,ASGOLDWARE,CZ,3349,0.04,0.0,220
16354,AS134302,OXYNET-AS Oxynet Telecommunications Private Limited,IN,3349,0.0,0.0,413
16355,AS264725,COOP. DE PROV. DE SERV. TELEF. PRESIDENTE DERQUI LTDA,AR,3348,0.01,0.0,438
16356,AS14037,AS-DZ-14037,PL,3346,0.01,0.0,188
16357,AS34688,PL-MAVERICK-AS,PL,3346,0.01,0.0,188
16358,AS203389,BARTSAT-AS,PL,3346,0.01,0.0,188
16359,AS59415,HAKER,PL,3346,0.01,0.0,188
16360,AS48897,NAU-AS,UA,3344,0.01,0.0,359
16361,AS30517,GREAT-LAKES-COMNET,US,3343,0.0,0.0,588
16362,AS49725,NAKOM,SI,3343,0.19,0.0,909
16363,AS266728,INTER&INTER S.A.,EC,3341,0.03,0.0,482
16364,AS57141,AS_TELWAN,FR,3340,0.01,0.0,177
16365,AS396982,GOOGLE-PRIVATE-CLOUD,DK,3339,0.06,0.0,125
16366,AS266831,MONGELOS ARCE MARCIALDELTA NETWORKS,PY,3339,0.06,0.0,295
16367,AS19037,AMX Argentina S.A.,PY,3339,0.06,0.0,295
16368,AS38506,PIKANET-AS-ID PT Pika Media Komunika,ID,3335,0.0,0.0,588
16369,AS22363,PHMGMT-AS1,AR,3332,0.01,0.0,436
16370,AS270341,Futel Telecom,BR,3331,0.0,0.0,169
16371,AS206346,PAN-TELECOM-AS,BG,3331,0.07,0.0,1173
16372,AS62511,DCI,US,3331,0.0,0.0,586
16373,AS269557,CIA NET INFOR SOLUCOES EM INFORMATICA LTDA,BR,3331,0.0,0.0,169
16374,AS263989,GIGAREDE TECNOLOGIA DA INFORMACAO LTDA - ME,BR,3331,0.0,0.0,169
16375,AS328696,Tecpoint-Global-Solutions,NG,3331,0.01,0.0,447
16376,AS269015,Ping Provedor,BR,3331,0.0,0.0,169
16377,AS267406,-Reserved AS-,BR,3331,0.0,0.0,169
16378,AS267316,Nova Info Telecom Ltda.me,BR,3331,0.0,0.0,169
16379,AS36692,OPENDNS,BR,3331,0.0,0.0,169
16380,AS198896,CITYLAN-AS,PL,3329,0.01,0.0,187
16381,AS398052,MECHANICSVILLE,US,3326,0.0,0.0,585
16382,AS21708,SDCOE,US,3326,0.0,0.0,585
16383,AS16843,CELLTEX-NETWORKS,US,3326,0.0,0.0,585
16384,AS12241,NCTCNET-AS1,US,3326,0.0,0.0,585
16385,AS7472,NUS-AS-AP NUS Information Technology,SG,3325,0.06,0.0,1239
16386,AS134455,CAMPC-AS-AP C & C Communication,BD,3325,0.01,0.0,2149
16387,AS269809,ESTRELLA JORGE ALBERTO GLOBALWIFI,AR,3325,0.01,0.0,435
16388,AS327971,FBC-Holdings,ZW,3324,0.07,0.0,357
16389,AS210238,DIEFFEITALIA,IT,3323,0.01,0.0,205
16390,AS267776,OPTIWISP SPA,CL,3323,0.02,0.0,194
16391,AS208808,ASENEGAN ENEGAN,IT,3323,0.01,0.0,205
16392,AS60725,O3B-AS SES Networks - Internet Service Provider operating GEO and MEO satellite constellation,AU,3322,0.01,0.0,263
16393,AS63128,NETPROTECT-CHICAGO,US,3320,0.0,0.0,584
16394,AS27298,REACH4,US,3320,0.0,0.0,584
16395,AS56926,ASKOMNET,SK,3320,0.07,0.0,221
16396,AS23497,NCWCOM,US,3320,0.0,0.0,584
16397,AS142157,NET2-AS-AP Net Zone,BD,3319,0.01,0.0,2145
16398,AS57981,NCN-AS,UA,3316,0.01,0.0,356
16399,AS132035,UUM-MY-AS-AP Computer Center,MY,3315,0.01,0.0,1000
16400,AS12257,EMC-AS12257,US,3314,0.0,0.0,583
16401,AS135132,DNI-PH Dreamscape Networks Inc.,PH,3314,0.0,0.0,592
16402,AS43775,DSP-AS,SA,3313,0.01,0.0,464
16403,AS17435,VNGSL-AS-NZ Vodafone Next Generation Services Limited,NZ,3313,0.07,0.0,305
16404,AS12399,SCAN-PLUS-AS scanplus GmbH,DE,3312,0.0,0.0,139
16405,AS138336,THE-POTATO-BD THE POTATO,BD,3312,0.01,0.0,2141
16406,AS139622,QUETELBD-AS-AP QUE TEL,BD,3312,0.01,0.0,2141
16407,AS52964,FABIO MENDES DIAS LTDA ME,BR,3311,0.0,0.0,168
16408,AS270915,Nova Web Telecom,BR,3311,0.0,0.0,168
16409,AS269019,ERICK ANDRE MOREIRA ME BRASNET,BR,3311,0.0,0.0,168
16410,AS269372,ProSys Informatica LTDA ME,BR,3311,0.0,0.0,168
16411,AS270486,NETWORKS INFORMATICA,BR,3311,0.0,0.0,168
16412,AS35585,KOMNET-AS,PL,3311,0.01,0.0,186
16413,AS268953,G6 TELECOM,BR,3311,0.0,0.0,168
16414,AS266630,FiOS Tecnologia,BR,3311,0.0,0.0,168
16415,AS268822,VILA RESENDE TELECOMUNICACOES LTDA ME.,BR,3311,0.0,0.0,168
16416,AS265476,PONTOVIVO INFORMATICA & COMUNICACOES LTDA - ME,BR,3311,0.0,0.0,168
16417,AS197724,TEOSAT-AS,PL,3311,0.01,0.0,186
16418,AS269256,INFOLINK INTERNET EIRELI,BR,3311,0.0,0.0,168
16419,AS268470,CONECTAR TELECOM BANDA LARGA LTDA,BR,3311,0.0,0.0,168
16420,AS198949,VS-AS,US,3309,0.0,0.0,582
16421,AS26375,AIRESPRING,US,3309,0.0,0.0,582
16422,AS267750,BIDERBOST ALEXIS SIMONSILKON NETWORK,AR,3309,0.01,0.0,433
16423,AS53971,PDFIBER-LLC,US,3309,0.0,0.0,582
16424,AS47568,ASN-LANSERVICE Internet Service Provider,IT,3307,0.01,0.0,204
16425,AS15471,SNR-,RO,3306,0.02,0.0,561
16426,AS265787,MERCREDI S.A.,EC,3306,0.03,0.0,477
16427,AS56572,JUPO,SK,3305,0.07,0.0,220
16428,AS7973,MAYO,US,3303,0.0,0.0,581
16429,AS34659,KEYYO,FR,3303,0.01,0.0,175
16430,AS265639,COBWEB CONECTION SRL INTER-YA,AR,3302,0.01,0.0,432
16431,AS265751,Cooperativa de Provision de Obras y Servicios Publicos de Balnearia Ltda.,AR,3302,0.01,0.0,432
16432,AS206088,SHQIPONJAISP,AL,3302,0.14,0.0,2340
16433,AS265679,COOPERATIVA DE PROVISION DE SERVICIOS EVOLUCION LTDA.,AR,3302,0.01,0.0,432
16434,AS140220,SKYTELEVISION-AS-AP Sky Network Television Ltd,NZ,3302,0.07,0.0,304
16435,AS49221,ATLANTEK,IE,3302,0.08,0.0,635
16436,AS40383,RCC-CCTL,CA,3301,0.01,0.0,358
16437,AS141128,IDNIC-SARVASOLUTION-AS-ID PT Sarva Solution Indonesia,ID,3301,0.0,0.0,582
16438,AS52330,S3WIRELESS COLOMBIA S.A,CO,3299,0.01,0.0,344
16439,AS205318,AVATOR-AS-2,UA,3297,0.01,0.0,354
16440,AS14241,ONE-AS,US,3297,0.0,0.0,580
16441,AS22800,IRVINE-ICT,US,3297,0.0,0.0,580
16442,AS41953,TELECOMPLUS-AS str. Traian nr. 2 Hala Traian,RO,3294,0.02,0.0,559
16443,AS57705,LIFOET-AS,BG,3294,0.07,0.0,1160
16444,AS42927,S-NET-AS,PL,3293,0.01,0.0,185
16445,AS51079,MOKADI,PL,3293,0.01,0.0,185
16446,AS12324,"LUBMAN-EDU-AS Poland, Lublin",PL,3293,0.01,0.0,185
16447,AS198713,GALAS-NET,PL,3293,0.01,0.0,185
16448,AS62031,SOWNET-AS,PL,3293,0.01,0.0,185
16449,AS270654,CONECTA GOLD PROVEDORES DE ACESSO LTDA,BR,3292,0.0,0.0,167
16450,AS268998,WINFORBYTE TELECOM,BR,3292,0.0,0.0,167
16451,AS268247,Star Lynk Internet LTDA ME,BR,3292,0.0,0.0,167
16452,AS264986,INTERATIVA NETWORKS,BR,3292,0.0,0.0,167
16453,AS269453,LUCIANO YAMASHIRO PINTO,BR,3292,0.0,0.0,167
16454,AS267384,G7 BSB TELECOM LTDA,BR,3292,0.0,0.0,167
16455,AS268798,JG TELECOM,BR,3292,0.0,0.0,167
16456,AS3602,AS3602-ROGERS-COM,CA,3292,0.01,0.0,357
16457,AS269335,SUPORT TELECOM LTDA,BR,3292,0.0,0.0,167
16458,AS267365,Giga Tecnologia em Redes e Internet EIRELI,BR,3292,0.0,0.0,167
16459,AS265891,lms servicos de comunicacao eireli - me,BR,3292,0.0,0.0,167
16460,AS137853,"TELNETCOLTD-AS-AP TELNET CO.,LTD",KH,3292,0.05,0.0,517
16461,AS270241,m.a.carvalho telecomunicacoes - me,BR,3292,0.0,0.0,167
16462,AS269205,lider telecom,BR,3292,0.0,0.0,167
16463,AS17184,ATL-CBEYOND,US,3291,0.0,0.0,579
16464,AS199039,CAMPANIACOM-AS,IT,3290,0.01,0.0,203
16465,AS204549,LONTWEB-AS,UA,3288,0.01,0.0,353
16466,AS39817,OVANET,CZ,3288,0.04,0.0,216
16467,AS39875,W3Z,GB,3286,0.01,0.0,347
16468,AS141038,CHAUDDAGRAM-AS-AP Chauddagram Broadband,BD,3286,0.01,0.0,2124
16469,AS38182,EXTREMEBB-AS-MY Extreme Broadband - Total Broadband Experience,MY,3285,0.01,0.0,991
16470,AS140137,STARPLNT-AS-IN Starplanet Technovision Private Limited,IN,3284,0.0,0.0,405
16471,AS139382,MTT-AS-ID PT Multi Teknologi Telematika,ID,3284,0.0,0.0,579
16472,AS203020,HOSTROYALE,GR,3280,0.04,0.0,1382
16473,AS395040,GHMO-52,US,3280,0.0,0.0,577
16474,AS15595,SKYLINE-AS,UA,3279,0.01,0.0,352
16475,AS58059,WIFIBER,TR,3279,0.01,0.0,445
16476,AS63957,M13ONLINEBD-BD 13 Online,BD,3277,0.01,0.0,2118
16477,AS34032,SPIDER,LB,3277,0.06,0.0,1711
16478,AS197217,SHENTEL_AS,PL,3275,0.01,0.0,184
16479,AS132294,ELENGADOTNET-AS-AP Elenga Dot Net,BD,3275,0.01,0.0,2117
16480,AS208931,REDIMER,ES,3275,0.01,0.0,145
16481,AS206882,WIFILINKS,ES,3275,0.01,0.0,145
16482,AS3329,"HOL-GR Athens, Greece",ES,3275,0.01,0.0,145
16483,AS140224,"WSCLOUDX-AS-AP White-Sand Cloud ComputingHK Co., LIMITED",US,3274,0.0,0.0,576
16484,AS268805,CS INFO TELECOM LTDA,BR,3272,0.0,0.0,166
16485,AS270550,TELECOMFIBER SERVICOS DE ACESSO A INTERNET EIRELI,BR,3272,0.0,0.0,166
16486,AS263539,NEW SYSTEM INTERNET,BR,3272,0.0,0.0,166
16487,AS269364,TELESAT INFORMATICA LTDA,BR,3272,0.0,0.0,166
16488,AS265425,NEOLINEPB INTERNET,BR,3272,0.0,0.0,166
16489,AS271163,RJ CONNECT SERVICOS DE TELECOMUNICACOES EIRELI,BR,3272,0.0,0.0,166
16490,AS268911,ESMILENE GOIS FRANCA - ME,BR,3272,0.0,0.0,166
16491,AS268325,MARIA DE LOURDES ZAMIAN PENASSO EQUIPAMENTO - ME,BR,3272,0.0,0.0,166
16492,AS61924,3E TELECOM,BR,3272,0.0,0.0,166
16493,AS269023,FIBRA PURA TELECOM LTDA,BR,3272,0.0,0.0,166
16494,AS265266,LEVEL2 TELECOMUNICACOES EIRELI,BR,3272,0.0,0.0,166
16495,AS268477,Carine oliveira dos santos ME,BR,3272,0.0,0.0,166
16496,AS203724,MCAFEE-ENG-PDB,AR,3271,0.01,0.0,428
16497,AS15505,KAU,SA,3270,0.01,0.0,458
16498,AS43443,EFX-AS,RO,3270,0.02,0.0,555
16499,AS42428,SPSNET Autonomous Number for Multihomed ISP Environment,SA,3270,0.01,0.0,458
16500,AS32398,REALNET-ASN-1,SZ,3269,0.81,0.0,506
16501,AS16185,RINGNETT-NORWAY RingNett AS Autonomous System,NO,3268,0.06,0.0,331
16502,AS138729,AS-SPEEDOBI-IN Speedobits Internet,IN,3268,0.0,0.0,403
16503,AS47155,VIAE-AS,SE,3266,0.03,0.0,170
16504,AS25252,VOLVOIT,SE,3266,0.03,0.0,170
16505,AS137828,NETMAT-AS-AP Net Matrix,BD,3266,0.01,0.0,2111
16506,AS41230,ASK4,DE,3264,0.0,0.0,137
16507,AS44066,DE-FIRSTCOLO www.first-colo.net,DE,3264,0.0,0.0,137
16508,AS397354,TSWIFI-AS,US,3263,0.0,0.0,574
16509,AS22355,FROGFOOT,ZA,3263,0.01,0.0,210
16510,AS41339,CC-AS,BG,3263,0.07,0.0,1149
16511,AS12684,SES-LUX-AS,LU,3263,0.53,0.0,273
16512,AS265792,Usina Popular Cooperativa,AR,3263,0.01,0.0,427
16513,AS4528,HKU-AS-HK The University of Hong Kong,HK,3262,0.05,0.0,1180
16514,AS52191,LOCALKA-NET-AS,UA,3260,0.01,0.0,350
16515,AS42719,ITNET-AS,UA,3260,0.01,0.0,350
16516,AS136333,JVGCOMM-AS Jvg Communication Pvt Ltd,IN,3260,0.0,0.0,402
16517,AS29100,BROADCOM,DK,3259,0.06,0.0,122
16518,AS15320,PRIMELINK,US,3257,0.0,0.0,573
16519,AS42705,TALIA Talia provides VSAT network and hosting services worldwide.,US,3257,0.0,0.0,573
16520,AS197064,EMITEL ul. Franciszka Klimczaka 1,PL,3257,0.01,0.0,183
16521,AS201514,KASPOL-AS,PL,3257,0.01,0.0,183
16522,AS15290,ALLST-15290,CA,3255,0.01,0.0,353
16523,AS136257,NEWCNSONLINE-AS-AP New CNS Online,BD,3255,0.01,0.0,2104
16524,AS28088,Inversiones Apolo S.A. de C.V.,HN,3254,0.09,0.0,2057
16525,AS267581,HOMENET PROVEDOR,BR,3252,0.0,0.0,165
16526,AS9833,"BLINKLOAD-AS-AP Blinkload Technology Co., Ltd",US,3252,0.0,0.0,572
16527,AS270438,Gbnet Telecom,BR,3252,0.0,0.0,165
16528,AS133967,HARDWORKCABLEINTERNET-AS Hardwork Cable and Internet Services Pvt Ltd,IN,3252,0.0,0.0,401
16529,AS268964,Jeferson Fagundes,BR,3252,0.0,0.0,165
16530,AS267376,RS INTERNET LTDA,BR,3252,0.0,0.0,165
16531,AS264299,REDE CONECTIVIDADE LTDA,BR,3252,0.0,0.0,165
16532,AS266403,Bom Link Net Trindade GO,BR,3252,0.0,0.0,165
16533,AS266598,Fabiane Trento Informatica ME,BR,3252,0.0,0.0,165
16534,AS269420,IST INFORMATICA E TELECOMUNICAO 991DF EIRELI - ME,BR,3252,0.0,0.0,165
16535,AS268321,SM Passos Kayser Sistemas de Comunicacoes ME,BR,3252,0.0,0.0,165
16536,AS265070,POSSE INFORMATICA LTDA - ME,BR,3252,0.0,0.0,165
16537,AS263915,Connectronic Servicos Ltda,BR,3252,0.0,0.0,165
16538,AS264918,technical solucoes em informatica ltda,BR,3252,0.0,0.0,165
16539,AS268052,PAULO ROBERTO KRAVIECZ CARDOSO EIRELI,BR,3252,0.0,0.0,165
16540,AS7616,"JINET-BKK-AS-AP Jasmine Internet Co, Ltd.",TH,3251,0.01,0.0,608
16541,AS8851,EDGE ta GCI Com,GB,3248,0.01,0.0,343
16542,AS135409,KBSPL-AS-AP Kacific Broadband Satellites Pte Ltd,PH,3247,0.0,0.0,580
16543,AS132454,PTTNET Philippine Telegraph and Telephone Corporation,PH,3247,0.0,0.0,580
16544,AS327992,GHANAIAN-ACADEMIC-AND-RESEARCH-NETWORK,GH,3246,0.02,0.0,1121
16545,AS1299,TELIANET Telia Carrier,US,3246,0.0,0.0,571
16546,AS22867,HEARST-CONNECT,CA,3245,0.01,0.0,352
16547,AS25373,GOVSK-AS The Slovak Republic Government Office,SK,3245,0.07,0.0,216
16548,AS211356,MYTVALB,AL,3244,0.14,0.0,2299
16549,AS5479,UNI-VILNIUS University Network in Vilnius,LT,3242,0.14,0.0,397
16550,AS204567,ASPCKBNET,CZ,3242,0.04,0.0,213
16551,AS35664,CONYSAT-AS,RO,3241,0.02,0.0,550
16552,AS265790,"COOP. DE PROV. DE SERV. ELECTRICOS Y OTROS SERV. PUB. DE SERV. SOCIALES, CRED. Y VIVIENDA LTDA DE SAN CAYETANO",AR,3241,0.01,0.0,424
16553,AS49319,KARLO-ONLINE-AS,UA,3241,0.01,0.0,348
16554,AS212613,GWN24,DE,3241,0.0,0.0,136
16555,AS17887,"TCCT-AS-TH-AP T.C.C. Technology Co., Ltd.",TH,3240,0.01,0.0,606
16556,AS2731,HORIZONTELCOM,US,3240,0.0,0.0,570
16557,AS12464,PW-NET,PL,3240,0.01,0.0,182
16558,AS59395,EFAR-AS,GB,3239,0.01,0.0,342
16559,AS30219,MLB-ADVANCED-MEDIA,US,3235,0.0,0.0,569
16560,AS134107,UMP-AS-AP University Malaysia Pahang,MY,3235,0.01,0.0,976
16561,AS268287,LUCAS MENDES ALVARENGA E CIA LTDA,BR,3232,0.0,0.0,164
16562,AS28640,VIPWay Telecomunicacoes Ltda,BR,3232,0.0,0.0,164
16563,AS268588,J.LP FONSECA TELECOM,BR,3232,0.0,0.0,164
16564,AS269513,aladusnet informatica e telecomunicacao ltda - me,BR,3232,0.0,0.0,164
16565,AS327761,Access-Point-Technologies,ZA,3232,0.01,0.0,208
16566,AS61730,-Reserved AS-,BR,3232,0.0,0.0,164
16567,AS266530,WASHINGTON MARCONE DE OLIVEIRA,BR,3232,0.0,0.0,164
16568,AS269431,ARFIBER PROVEDOR LTDA,BR,3232,0.0,0.0,164
16569,AS267421,MATHEUS SCANDIUZE NEHME,BR,3232,0.0,0.0,164
16570,AS264214,Guaptel-Net Telecom,BR,3232,0.0,0.0,164
16571,AS266642,SSM TELECOM E SERVICOS LTDA - ME,BR,3232,0.0,0.0,164
16572,AS270635,Hub Telecom,BR,3232,0.0,0.0,164
16573,AS269024,marizete da silveira ferreira me,BR,3232,0.0,0.0,164
16574,AS269552,NETBRAX SERVICOS E COMUNICACAO MULTIMIDIA LTDA,BR,3232,0.0,0.0,164
16575,AS52591,S. C. Terres e Cia Ltda,BR,3232,0.0,0.0,164
16576,AS264964,REDE PLANETA INTERNET WIRELESS LTDA ME,BR,3232,0.0,0.0,164
16577,AS271492,Virtual Giga Solucoes em Servicos Online LTDA,BR,3232,0.0,0.0,164
16578,AS269694,Calemas Comercio e Servicos Ltda-EPP,BR,3232,0.0,0.0,164
16579,AS21859,ZNET,BR,3232,0.0,0.0,164
16580,AS32040,TRENTON-TELEPHONE,US,3229,0.0,0.0,568
16581,AS20018,MVT-AS,US,3229,0.0,0.0,568
16582,AS135182,MISPLMBD-AS-IN MORADABAD INTERNET SERVICES PRIVATE LIMITED,IN,3228,0.0,0.0,398
16583,AS135778,WLNPLM-AS Wi-link Network Private Limited,IN,3228,0.0,0.0,398
16584,AS136698,DEVDRPAN-AS Devdarpan Broadband Pvt. Ltd.,IN,3228,0.0,0.0,398
16585,AS20942,ISP-ASN2,IT,3225,0.01,0.0,199
16586,AS7195,EDGEUNO SAS,CO,3222,0.01,0.0,336
16587,AS45158,TASMANET-AS-AP Tasmanet Pty Ltd,AU,3221,0.01,0.0,255
16588,AS139978,RTRWNET-AS-ID PT Jaringan Rtrwnet Nusantara,ID,3221,0.0,0.0,568
16589,AS137145,LWDNPL-AS Light Wave Digital Network Private Limited,IN,3219,0.0,0.0,397
16590,AS39938,RCW,US,3218,0.0,0.0,566
16591,AS48951,ASN-TSI-IAS Internet and VPN Service Provider,DE,3217,0.0,0.0,135
16592,AS17450,ANGKASA-KOMUNIKASI-ID PT Angkasa Komunikasi Global Utama,ID,3215,0.0,0.0,567
16593,AS197481,TOV-MAKARIVSKI-MEREJI-AS,UA,3214,0.01,0.0,345
16594,AS269303,L B GOMES,BR,3213,0.0,0.0,163
16595,AS61755,TECSOFTNET SOLUCOES EM INFORMATICA LTDA - ME,BR,3213,0.0,0.0,163
16596,AS268385,Foxmir Telecom Solucoes Tecnologicas EIRELI,BR,3213,0.0,0.0,163
16597,AS270459,GENESIS COM DE COMPUTADORES LTDA - ME,BR,3213,0.0,0.0,163
